1,1083060338,F,I,292141,F,606063,3667420800,173.0289647440402,168.62583605184867,Y,Y,Y,Y,3696969600
2,2186820338,F,B,653673,B,122851,3291321600,200.84809884772136,1004.8535938607777,Y,Y,N,Y,3696969600
3,1966068338,M,D,373933,D,639201,3373574400,1589.205135410834,58.94475293467117,N,Y,N,N,3696969600
4,1650708338,M,D,39007,H,87913,3402950400,415.73561935499026,183.66420164840252,Y,Y,N,Y,3696969600
5,1335348338,F,G,254521,F,472657,3312921600,1225.8381529866247,3330.3261064497733,Y,Y,Y,Y,3696969600
6,1902996338,M,B,35911,F,589057,3227212800,830.3140887753356,150.90352997745416,Y,N,N,N,3696969600
7,1524564338,F,D,343983,K,849163,3619555200,37.81945040672204,930.9004902809428,N,Y,N,Y,3696969600
8,1461492338,M,D,624891,G,829011,3624825600,962.4320451347727,1552.1061499568941,Y,Y,Y,Y,3696969600
9,1619172338,F,L,33673,J,39801,3454617600,259.9792535482622,595.5257388240656,N,Y,N,Y,3696969600
10,2943684338,M,G,987043,F,542433,3382473600,1387.7873283820336,1927.3034195643943,N,Y,N,N,3696969600
11,3038292338,M,L,696391,A,87321,3530822400,191.7165459638317,1603.1558698865795,Y,N,Y,Y,3696969600
12,1808388338,M,F,469911,F,485113,3536956800,2024.1831524932422,292.28293578201954,Y,Y,Y,N,3696969600
13,1083060338,F,I,292141,F,606063,3667420800,173.0289647440402,168.62583605184867,Y,Y,Y,Y,3696969600
14,2186820338,F,B,653673,B,122851,3291321600,200.84809884772136,1004.8535938607777,Y,Y,N,Y,3696969600
15,1966068338,M,D,373933,D,639201,3373574400,1589.205135410834,58.94475293467117,N,Y,N,N,3696969600
16,1650708338,M,D,39007,H,87913,3402950400,415.73561935499026,183.66420164840252,Y,Y,N,Y,3696969600
17,1335348338,F,G,254521,F,472657,3312921600,1225.8381529866247,3330.3261064497733,Y,Y,Y,Y,3696969600
18,1902996338,M,B,35911,F,589057,3227212800,830.3140887753356,150.90352997745416,Y,N,N,N,3696969600
19,1524564338,F,D,343983,K,849163,3619555200,37.81945040672204,930.9004902809428,N,Y,N,Y,3696969600
20,1461492338,M,D,624891,G,829011,3624825600,962.4320451347727,1552.1061499568941,Y,Y,Y,Y,3696969600
21,1619172338,F,L,33673,J,39801,3454617600,259.9792535482622,595.5257388240656,N,Y,N,Y,3696969600
22,2943684338,M,G,987043,F,542433,3382473600,1387.7873283820336,1927.3034195643943,N,Y,N,N,3696969600
23,3038292338,M,L,696391,A,87321,3530822400,191.7165459638317,1603.1558698865795,Y,N,Y,Y,3696969600
24,1808388338,M,F,469911,F,485113,3536956800,2024.1831524932422,292.28293578201954,Y,Y,Y,N,3696969600
25,2376036338,M,D,757771,F,543907,3473625600,270.62603542687214,640.4157168335772,Y,N,Y,N,3696969600
26,1083060338,F,I,292141,F,606063,3667420800,173.0289647440402,168.62583605184867,Y,Y,Y,Y,3696969600
27,2186820338,F,B,653673,B,122851,3291321600,200.84809884772136,1004.8535938607777,Y,Y,N,Y,3696969600
28,1966068338,M,D,373933,D,639201,3373574400,1589.205135410834,58.94475293467117,N,Y,N,N,3696969600
29,1650708338,M,D,39007,H,87913,3402950400,415.73561935499026,183.66420164840252,Y,Y,N,Y,3696969600
30,1335348338,F,G,254521,F,472657,3312921600,1225.8381529866247,3330.3261064497733,Y,Y,Y,Y,3696969600
31,1902996338,M,B,35911,F,589057,3227212800,830.3140887753356,150.90352997745416,Y,N,N,N,3696969600
32,1524564338,F,D,343983,K,849163,3619555200,37.81945040672204,930.9004902809428,N,Y,N,Y,3696969600
33,1461492338,M,D,624891,G,829011,3624825600,962.4320451347727,1552.1061499568941,Y,Y,Y,Y,3696969600
34,1619172338,F,L,33673,J,39801,3454617600,259.9792535482622,595.5257388240656,N,Y,N,Y,3696969600
35,2943684338,M,G,987043,F,542433,3382473600,1387.7873283820336,1927.3034195643943,N,Y,N,N,3696969600
36,3038292338,M,L,696391,A,87321,3530822400,191.7165459638317,1603.1558698865795,Y,N,Y,Y,3696969600
37,1808388338,M,F,469911,F,485113,3536956800,2024.1831524932422,292.28293578201954,Y,Y,Y,N,3696969600
38,1083060338,F,I,292141,F,606063,3667420800,173.0289647440402,168.62583605184867,Y,Y,Y,Y,3696969600
39,2186820338,F,B,653673,B,122851,3291321600,200.84809884772136,1004.8535938607777,Y,Y,N,Y,3696969600
40,1966068338,M,D,373933,D,639201,3373574400,1589.205135410834,58.94475293467117,N,Y,N,N,3696969600
41,1650708338,M,D,39007,H,87913,3402950400,415.73561935499026,183.66420164840252,Y,Y,N,Y,3696969600
42,1335348338,F,G,254521,F,472657,3312921600,1225.8381529866247,3330.3261064497733,Y,Y,Y,Y,3696969600
43,1902996338,M,B,35911,F,589057,3227212800,830.3140887753356,150.90352997745416,Y,N,N,N,3696969600
44,1524564338,F,D,343983,K,849163,3619555200,37.81945040672204,930.9004902809428,N,Y,N,Y,3696969600
45,1461492338,M,D,624891,G,829011,3624825600,962.4320451347727,1552.1061499568941,Y,Y,Y,Y,3696969600
46,1619172338,F,L,33673,J,39801,3454617600,259.9792535482622,595.5257388240656,N,Y,N,Y,3696969600
47,2943684338,M,G,987043,F,542433,3382473600,1387.7873283820336,1927.3034195643943,N,Y,N,N,3696969600
48,3038292338,M,L,696391,A,87321,3530822400,191.7165459638317,1603.1558698865795,Y,N,Y,Y,3696969600
49,1808388338,M,F,469911,F,485113,3536956800,2024.1831524932422,292.28293578201954,Y,Y,Y,N,3696969600
50,2376036338,M,D,757771,F,543907,3473625600,270.62603542687214,640.4157168335772,Y,N,Y,N,3696969600
